äJénì˙,èIóπì˙,âÒìöÇÃêiçsèÛãµ,èIóπèÛãµ,âÒìöéûä‘ÅiïbÅj,ìØà”Ç∑ÇÈÇ©,èIóπì˙,IDê∂ê¨,ìΩñº,ïÍçëåÍ,ìØà”Ç∑ÇÈÇ©,îNóÓ,ê´ï ,ç≈èIäwó,å¬êlé˚ì¸,ê¢ë—é˚ì¸,BADEó˚èKÉqÉìÉg1âéﬂ1,BADEó˚èKÉqÉìÉg1âéﬂ2,BADEó˚èKÉqÉìÉg1âéﬂ3,BADEó˚èKÉqÉìÉg1âéﬂ4,BADEó˚èKÉqÉìÉg2âéﬂ1,BADEó˚èKÉqÉìÉg2âéﬂ2,BADEó˚èKÉqÉìÉg2âéﬂ3,BADEó˚èKÉqÉìÉg2âéﬂ4,BADEó˚èKÉqÉìÉg3âéﬂ1,BADEó˚èKÉqÉìÉg3âéﬂ2,BADEó˚èKÉqÉìÉg3âéﬂ3,BADEó˚èKÉqÉìÉg3âéﬂ4,BADE1ÉqÉìÉg1âéﬂ1,BADE1ÉqÉìÉg1âéﬂ2,BADE1ÉqÉìÉg1âéﬂ3,BADE1ÉqÉìÉg1âéﬂ4,BADE1ÉqÉìÉg2âéﬂ1,BADE1ÉqÉìÉg2âéﬂ2,BADE1ÉqÉìÉg2âéﬂ3,BADE1ÉqÉìÉg2âéﬂ4,BADE1ÉqÉìÉg3âéﬂ1,BADE1ÉqÉìÉg3âéﬂ2,BADE1ÉqÉìÉg3âéﬂ3,BADE1ÉqÉìÉg3âéﬂ4,BADE2ÉqÉìÉg1âéﬂ1,BADE2ÉqÉìÉg1âéﬂ2,BADE2ÉqÉìÉg1âéﬂ3,BADE2ÉqÉìÉg1âéﬂ4,BADE2ÉqÉìÉg2âéﬂ1,BADE2ÉqÉìÉg2âéﬂ2,BADE2ÉqÉìÉg2âéﬂ3,BADE2ÉqÉìÉg2âéﬂ4,BADE2ÉqÉìÉg3âéﬂ1,BADE2ÉqÉìÉg3âéﬂ2,BADE2ÉqÉìÉg3âéﬂ3,BADE2ÉqÉìÉg3âéﬂ4,BADE3ÉqÉìÉg1âéﬂ1,BADE3ÉqÉìÉg1âéﬂ2,BADE3ÉqÉìÉg1âéﬂ3,BADE3ÉqÉìÉg1âéﬂ4,BADE3ÉqÉìÉg2âéﬂ1,BADE3ÉqÉìÉg2âéﬂ2,BADE3ÉqÉìÉg2âéﬂ3,BADE3ÉqÉìÉg2âéﬂ4,BADE3ÉqÉìÉg3âéﬂ1,BADE3ÉqÉìÉg3âéﬂ2,BADE3ÉqÉìÉg3âéﬂ3,BADE3ÉqÉìÉg3âéﬂ4,BADE4ÉqÉìÉg1âéﬂ1,BADE4ÉqÉìÉg1âéﬂ2,BADE4ÉqÉìÉg1âéﬂ3,BADE4ÉqÉìÉg1âéﬂ4,BADE4ÉqÉìÉg2âéﬂ1,BADE4ÉqÉìÉg2âéﬂ2,BADE4ÉqÉìÉg2âéﬂ3,BADE4ÉqÉìÉg2âéﬂ4,BADE4ÉqÉìÉg3âéﬂ1,BADE4ÉqÉìÉg3âéﬂ2,BADE4ÉqÉìÉg3âéﬂ3,BADE4ÉqÉìÉg3âéﬂ4,BADE5ÉqÉìÉg1âéﬂ1,BADE5ÉqÉìÉg1âéﬂ2,BADE5ÉqÉìÉg1âéﬂ3,BADE5ÉqÉìÉg1âéﬂ4,BADE5ÉqÉìÉg2âéﬂ1,BADE5ÉqÉìÉg2âéﬂ2,BADE5ÉqÉìÉg2âéﬂ3,BADE5ÉqÉìÉg2âéﬂ4,BADE5ÉqÉìÉg3âéﬂ1,BADE5ÉqÉìÉg3âéﬂ2,BADE5ÉqÉìÉg3âéﬂ3,BADE5ÉqÉìÉg3âéﬂ4,BADE6ÉqÉìÉg1âéﬂ1,BADE6ÉqÉìÉg1âéﬂ2,BADE6ÉqÉìÉg1âéﬂ3,BADE6ÉqÉìÉg1âéﬂ4,BADE6ÉqÉìÉg2âéﬂ1,BADE6ÉqÉìÉg2âéﬂ2,BADE6ÉqÉìÉg2âéﬂ3,BADE6ÉqÉìÉg2âéﬂ4,BADE6ÉqÉìÉg3âéﬂ1,BADE6ÉqÉìÉg3âéﬂ2,BADE6ÉqÉìÉg3âéﬂ3,BADE6ÉqÉìÉg3âéﬂ4,BADE7ÉqÉìÉg1âéﬂ1,BADE7ÉqÉìÉg1âéﬂ2,BADE7ÉqÉìÉg1âéﬂ3,BADE7ÉqÉìÉg1âéﬂ4,BADE7ÉqÉìÉg2âéﬂ1,BADE7ÉqÉìÉg2âéﬂ2,BADE7ÉqÉìÉg2âéﬂ3,BADE7ÉqÉìÉg2âéﬂ4,BADE7ÉqÉìÉg3âéﬂ1,BADE7ÉqÉìÉg3âéﬂ2,BADE7ÉqÉìÉg3âéﬂ3,BADE7ÉqÉìÉg3âéﬂ4,BADE8ÉqÉìÉg1âéﬂ1,BADE8ÉqÉìÉg1âéﬂ2,BADE8ÉqÉìÉg1âéﬂ3,BADE8ÉqÉìÉg1âéﬂ4,BADE8ÉqÉìÉg2âéﬂ1,BADE8ÉqÉìÉg2âéﬂ2,BADE8ÉqÉìÉg2âéﬂ3,BADE8ÉqÉìÉg2âéﬂ4,BADE8ÉqÉìÉg3âéﬂ1,BADE8ÉqÉìÉg3âéﬂ2,BADE8ÉqÉìÉg3âéﬂ3,BADE8ÉqÉìÉg3âéﬂ4,BADE9ÉqÉìÉg1âéﬂ1,BADE9ÉqÉìÉg1âéﬂ2,BADE9ÉqÉìÉg1âéﬂ3,BADE9ÉqÉìÉg1âéﬂ4,BADE9ÉqÉìÉg2âéﬂ1,BADE9ÉqÉìÉg2âéﬂ2,BADE9ÉqÉìÉg2âéﬂ3,BADE9ÉqÉìÉg2âéﬂ4,BADE9ÉqÉìÉg3âéﬂ1,BADE9ÉqÉìÉg3âéﬂ2,BADE9ÉqÉìÉg3âéﬂ3,BADE9ÉqÉìÉg3âéﬂ4,BADE10ÉqÉìÉg1âéﬂ1,BADE10ÉqÉìÉg1âéﬂ2,BADE10ÉqÉìÉg1âéﬂ3,BADE10ÉqÉìÉg1âéﬂ4,BADE10ÉqÉìÉg2âéﬂ1,BADE10ÉqÉìÉg2âéﬂ2,BADE10ÉqÉìÉg2âéﬂ3,BADE10ÉqÉìÉg2âéﬂ4,BADE10ÉqÉìÉg3âéﬂ1,BADE10ÉqÉìÉg3âéﬂ2,BADE10ÉqÉìÉg3âéﬂ3,BADE10ÉqÉìÉg3âéﬂ4,BADE11ÉqÉìÉg1âéﬂ1,BADE11ÉqÉìÉg1âéﬂ2,BADE11ÉqÉìÉg1âéﬂ3,BADE11ÉqÉìÉg1âéﬂ4,BADE11ÉqÉìÉg2âéﬂ1,BADE11ÉqÉìÉg2âéﬂ2,BADE11ÉqÉìÉg2âéﬂ3,BADE11ÉqÉìÉg2âéﬂ4,BADE11ÉqÉìÉg3âéﬂ1,BADE11ÉqÉìÉg3âéﬂ2,BADE11ÉqÉìÉg3âéﬂ3,BADE11ÉqÉìÉg3âéﬂ4,BADE12ÉqÉìÉg1âéﬂ1,BADE12ÉqÉìÉg1âéﬂ2,BADE12ÉqÉìÉg1âéﬂ3,BADE12ÉqÉìÉg1âéﬂ4,BADE12ÉqÉìÉg2âéﬂ1,BADE12ÉqÉìÉg2âéﬂ2,BADE12ÉqÉìÉg2âéﬂ3,BADE12ÉqÉìÉg2âéﬂ4,BADE12ÉqÉìÉg3âéﬂ1,BADE12ÉqÉìÉg3âéﬂ2,BADE12ÉqÉìÉg3âéﬂ3,BADE12ÉqÉìÉg3âéﬂ4,ã^éóâ»äwêMïÚé⁄ìx1,ã^éóâ»äwêMïÚé⁄ìx2,ã^éóâ»äwêMïÚé⁄ìx3,ã^éóâ»äwêMïÚé⁄ìx4,ã^éóâ»äwêMïÚé⁄ìx5,ã^éóâ»äwêMïÚé⁄ìx6,ã^éóâ»äwêMïÚé⁄ìx7,ã^éóâ»äwêMïÚé⁄ìx8,ã^éóâ»äwêMïÚé⁄ìx9,ã^éóâ»äwêMïÚé⁄ìx10,ã^éóâ»äwêMïÚé⁄ìx11,ã^éóâ»äwêMïÚé⁄ìx12,ã^éóâ»äwêMïÚé⁄ìx13,ã^éóâ»äwêMïÚé⁄ìx14,ã^éóâ»äwêMïÚé⁄ìx15,ã^éóâ»äwêMïÚé⁄ìx16,ã^éóâ»äwêMïÚé⁄ìx17,ã^éóâ»äwêMïÚé⁄ìx18,ã^éóâ»äwêMïÚé⁄ìx19,CMQ-J1,CMQ-J2,CMQ-J3,CMQ-J4,CMQ-J5,â»äwìIêÑò_î\óÕ1,â»äwìIêÑò_î\óÕ2,â»äwìIêÑò_î\óÕ3,â»äwìIêÑò_î\óÕ4,â»äwìIêÑò_î\óÕ5,â»äwìIêÑò_î\óÕ6,â»äwìIêÑò_î\óÕ7,â»äwìIêÑò_î\óÕ8,â»äwìIêÑò_î\óÕ9,â»äwìIêÑò_î\óÕ10,â»äwìIêÑò_î\óÕ11,â»äwìIêÑò_î\óÕ12,îÌäQñœëz1,îÌäQñœëz2,îÌäQñœëz3,îÌäQñœëz4,îÌäQñœëz5,îÌäQñœëz6,îÌäQñœëz7,îÌäQñœëz8,îÌäQñœëz9,îÌäQñœëz10,îÌäQñœëz11,îÌäQñœëz12,îÌäQñœëz13,îÌäQñœëz14,îÌäQñœëz15,îÌäQñœëz16,îÌäQñœëz17,îÌäQñœëz18,CRT1,CRT2,CRT3
2024/6/26 3:02,2024/6/26 3:39,0,100,2185,1,2024/6/26 3:39,R_4mJfoY848XycR9L,anonymous,JA,1,39,2,2,204,204,3,1.5,5,3.5,1,5,6,8,1,5,3.5,9.5,7,8,2,9,6.5,3,1.5,9,3.5,3,1.5,9.5,6,8,7,8.5,3.5,9,2,4,4,6,2,5,8.5,5,4,7,8.5,5,2.5,9,2,5,1.5,9.5,8.5,7,7.5,5.5,8.5,7,7.5,6,5,5,5,7.5,8,6,3,8,8,5,1,9.5,1,1,1,10,7,4,5,5,5.5,4,5,6,3.5,3.5,2.5,7,7,5,5,6,7.5,5,5,7.5,5.5,5,5,9,8,6,3,8,8,6,2,9,8.5,5,1,9.5,7.5,7.5,5.5,6,7.5,7.5,5.5,6,1,5,1,9,7,7,6.5,7.5,7,7.5,7.5,8.5,5,7.5,5,8.5,7,5,6,7,7,5,6,8,7,2,2,9.5,6.5,6.5,4,5,6.5,6.5,4,5,7,6.5,4,8.5,4,3,2,3,4,3,3,4,2,2,3,4,4,3,2,3,3,4,4,8,9,6,7,6,1,2,1,2,2,2,1,2,1,2,1,2,2,4,5,5,4,5,4,4,3,4,4,4,5,4,3,4,5,4,50,5,47
2024/6/26 2:59,2024/6/26 3:20,0,100,1296,1,2024/6/26 3:20,R_4gUvLoTL6Vj7MS3,anonymous,JA,1,45,2,2,200,1000,8,6,1,5.5,4.5,8,1,7.5,0.5,1,1,8.5,5.5,4.5,2.5,6.5,5,4.5,0.5,7.5,1,3,0.5,8.5,6,6,6,6,1.5,6.5,2.5,6,1.5,2.5,2,8,6,4,5,6,6.5,4,4.5,6.5,2,2,3.5,9,6.5,6,4,6.5,6,5.5,4,7,4,0.5,4,8.5,5.5,5.5,2,5.5,1,0.5,2.5,7.5,1,0.5,2.5,9,4.5,2.5,3,5.5,5,2,3,5.5,3.5,0,0.5,7.5,5.5,4.5,1.5,5.5,6,4,1.5,6,4,2,1,8,5.5,5.5,3,5.5,5.5,5,2,7.5,5.5,5,2,8.5,6.5,6.5,4.5,4.5,5.5,6,4.5,5,0.5,0.5,0.5,9,5.5,5.5,4.5,5.5,6,3.5,4,6,3.5,5,2.5,6.5,4,1.5,4.5,5.5,3,2,4.5,6,2,1.5,1.5,9,5.5,5.5,3,4,5.5,5.5,4,5,5,4,2,9,3,3,2,3,3,2,3,2,1,2,1,2,2,1,2,2,2,2,1,8,9,5,6,5,2,2,1,2,2,2,1,2,1,2,1,2,1,3,4,5,4,4,4,4,4,4,4,5,5,5,4,4,5,5,50,5,47
2024/6/26 2:33,2024/6/26 2:54,0,100,1280,1,2024/6/26 2:54,R_4EJYBXXQSbpjatL,anonymous,JA,1,47,2,4,300,300,6,6,5,5,4,6.5,5,8,0.5,3,0.5,8.5,5,6,0,8.5,5,2,0,9,5,0,0,9.5,7,7,7,7,2.5,9,2,4,0.5,0.5,1,7,7,5,4,5,6.5,2,3.5,6,0.5,0.5,1,9.5,7.5,7,3.5,7.5,7.5,6.5,3.5,7.5,0.5,0,0,9.5,3.5,4.5,2,8,3.5,0.5,0.5,8.5,0,0,0,10,1,5,1,5,0.5,3,1,5,0,0,0,9.5,6,5,0.5,5.5,6.5,5.5,0,6,0.5,0.5,0,9.5,8.5,4,3,6,7,1,0.5,9.5,6,0.5,0,9.5,7,6,4,2.5,5.5,6,4,3.5,0,0,0,10,8,3,5,9,6,0.5,1,9.5,0,0,0,9.5,7,5,5,6,7,3,3,6.5,0,0,0,10,8,8.5,1,1.5,8,8.5,4,2,9.5,3.5,0,9.5,3,5,1,1,5,1,5,2,3,2,1,3,2,4,3,4,5,1,1,11,11,7,10,11,2,1,2,2,2,2,1,2,2,2,1,2,1,2,3,5,4,4,3,3,3,5,2,1,1,2,1,1,5,5,45,5,47
2024/6/26 1:58,2024/6/26 2:49,0,100,3034,1,2024/6/26 2:49,R_3qmS1ysYvqmm9d4,anonymous,JA,1,35,2,4,420,900,6,3,5,4.5,7,4,5.5,5.5,6.5,4.5,5.5,6,6,5.5,2.5,5.5,6,5,2.5,7,5.5,4.5,2,8.5,7,5,5.5,7,4.5,7,4,5,5.5,1.5,6,7,6,4,5,6,6,4,4.5,6.5,4.5,3.5,4.5,7.5,5.5,5.5,5,5.5,5.5,5.5,5,5.5,3.5,2,2.5,9,7,7,4,7,3,4.5,3.5,8.5,1,2.5,2.5,10,7,6,4,6,4.5,5.5,4,7,3.5,3,2,9,5.5,5.5,4.5,5.5,5.5,5.5,4,7,4,4,4,8.5,5.5,6.5,4,6,6,6,3,7,6,6,2,9,5.5,5.5,4.5,6,4.5,6,4.5,6.5,4,1,0.5,9,5.5,3.5,7,5.5,6,2,4.5,6.5,3.5,1,3,8,6,4,5,5,5.5,4,5,5.5,5,2.5,4.5,7.5,6,6,5.5,4.5,5.5,6,4,4.5,5,3.5,4.5,6,3,4,2,3,4,4,2,3,2,4,4,4,2,4,4,4,4,3,3,7,8,4,5,7,2,2,1,2,2,2,1,2,1,2,1,2,1,3,2,5,2,3,4,3,3,3,4,5,5,5,3,4,5,4,100,5,47
2024/6/26 3:32,2024/6/26 3:57,0,100,1495,1,2024/6/26 3:57,R_4AFZ9GDKlqkcdqN,anonymous,JA,1,36,1,6,800,800,6.5,7,4.5,7,7,7.5,5.5,7.5,6,6,6,8.5,5.5,6.5,5,7.5,5.5,7.5,5,8.5,5,6,5,10,6.5,6.5,5,6.5,3.5,7.5,5,6,4,5,5,5,6.5,5,5.5,6,7,4.5,6,6.5,7,3.5,6,8,7,6.5,4,6.5,6.5,7,4,7,2,1.5,1.5,9.5,6,6,5,6,2.5,1,5,7.5,0,0,5,10,6,3,5,6,5.5,3,5,6.5,5,0,5,10,6.5,5,3.5,6.5,7.5,5,3.5,6,1,5,3.5,10,5,6.5,5,6.5,5,6.5,5,8,5,5,5,10,6,6,6,6,6,5.5,5.5,7,0,0,0,10,5,5,5,6,5,5,5,6,5,5,5,6,6,5,5,5.5,6,5,5,6,6,5,5,10,6,6,5,6,6.5,6,4,6,7.5,5,5,8.5,4,4,3,3,4,2,4,3,3,2,4,1,4,3,1,2,2,2,1,9,9,7,8,8,1,2,2,2,2,2,1,2,2,2,1,2,3,4,5,5,5,4,5,4,4,4,4,4,5,4,4,5,5,5,50,5,47
2024/6/26 3:34,2024/6/26 4:03,0,100,1716,1,2024/6/26 4:03,R_2MQWZ7VEXyBY8Qg,anonymous,JA,1,41,2,3,110,110,6.5,3.5,1,3,7,3,1,2.5,2,1.5,5.5,1,4.5,5.5,2.5,5.5,3.5,5.5,1,9,1.5,3,1,10,6,3,3.5,4,3,5,2,5,2,0,2,4,5,1.5,3,5,5,1,2,5,0.5,0,1.5,10,6,4,3,4,6,2.5,2,5,1.5,0.5,0.5,8.5,6.5,6,3.5,4,1,0.5,1,8.5,0,0,0.5,10,6.5,4,1,3.5,6.5,2.5,1,3.5,5.5,0,1,8.5,7.5,5,1,1,7.5,5,0.5,0.5,7.5,5.5,0.5,8,6.5,4,0.5,6.5,4,2,0.5,9,0.5,1,2,10,4,4,4,5,4,5.5,4,5,4,0.5,0,9.5,4,6,2.5,6.5,3.5,6,2.5,4.5,1.5,8.5,1.5,6,6.5,2,2,4,6.5,2,2,6.5,0,2,2,10,6.5,5,3.5,1.5,6.5,5,4,7,5.5,0.5,0,9.5,2,2,2,2,2,1,4,2,1,4,4,4,2,3,4,3,4,2,2,7,8,5,7,7,2,1,1,2,2,2,2,2,1,2,1,1,1,4,5,4,5,5,3,4,3,2,4,5,5,5,5,4,5,4,100,100,24
2024/6/26 4:54,2024/6/26 5:28,0,100,2032,1,2024/6/26 5:28,R_4PKPmhnHEV2NAX7,anonymous,JA,1,32,1,3,300,500,5,5,5,5,7.5,5.5,7.5,6.5,6.5,5.5,7.5,7.5,6.5,3.5,2.5,8,6.5,2.5,2.5,9.5,3.5,2.5,2.5,9.5,8.5,6.5,6.5,8.5,7,8.5,4.5,6.5,6,8.5,3.5,7,6.5,3,3.5,7.5,9,3,1,7.5,4,1.5,1,10,7,6,2.5,9,7,6,2.5,9,7,6,2.5,10,7.5,6,3.5,7,2.5,3,3.5,10,2.5,3,3.5,10,7,3.5,4.5,7.5,7,3.5,4.5,7.5,4.5,2,1.5,10,8,6,4,7.5,6,5,1.5,9.5,6,5,1.5,10,5.5,6,5,6,7,6,5,8.5,7.5,6,5,8.5,7,7.5,4,6,7,7.5,4,6,1.5,3.5,1.5,10,5,3.5,6.5,5,5,3.5,6.5,5,5,1.5,6,7,6,5,5,6.5,6,5,5,6.5,2.5,5,5,8.5,6.5,5.5,5,6.5,6.5,5.5,4,8,7,3.5,3.5,9,4,4,2,2,4,2,4,2,2,3,2,4,3,4,2,3,2,2,2,8,7,4,5,3,2,1,1,2,2,2,1,2,1,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,5,47
2024/6/26 2:06,2024/6/26 2:31,0,100,1508,1,2024/6/26 2:31,R_406TxmMZGN860i5,anonymous,JA,1,38,1,4,50,400,8.5,6.5,1.5,3.5,7,7.5,3,5.5,1,2,2.5,6.5,8.5,4,2,8,4,4.5,0.5,9.5,0,2,0,10,6,8,4,9,1,9,1,6,6.5,3.5,1,7.5,8,2,2.5,6,8.5,1.5,1,7,0,0,2,10,8,6,4,8,7.5,5.5,5,8.5,2,0,0,10,8,8,4,8,4,2,3,9,0,0,2,10,5.5,4.5,3,5,5,2,2,6,0,0,0,10,8,5,4,6,6.5,5,2,8.5,2,1,1,10,8,6,3,6,6,4,2,7,4,1,1,10,8,8,6,7,7,7,6,8,1,0,0,10,6,4,6,7,6,2,6,7,3,2,3,8,8,4,6,6,8,5,6.5,6.5,1,1,0,9,8,9,5.5,7,7,8,4,6,5.5,4,2,10,4,4,3,4,3,3,2,3,3,3,4,2,4,3,2,3,2,3,3,8,9,5,6,7,2,2,2,2,1,2,1,2,2,2,1,1,3,4,3,5,4,4,3,3,3,4,4,4,4,5,3,5,5,4,100,5,36
2024/6/26 4:02,2024/6/26 4:21,0,100,1148,1,2024/6/26 4:21,R_4DLMZbXR4Kby6VU,anonymous,JA,1,43,1,4,520,1180,7,3,8,3,9,5,4,2,7,7,3,5,4,6,4,8,5.5,4,7,5.5,3,6,3,9,7,2,6.5,3,5,3.5,4.5,6,2.5,5,6,3.5,7,6,5,6.5,5,2.5,6.5,4.5,7.5,4.5,4.5,7.5,5.5,2.5,5,3.5,3.5,2.5,1.5,6,3,2,0.5,8.5,9,6.5,3,6,3,2,5,8,6,4.5,1,4,3,6.5,7,3,7,6.5,4.5,1,4.5,8.5,6.5,4.5,9,3,0.5,7,7,5.5,0.5,9,8.5,6.5,2,7,7,3,3.5,6.5,8,1,2,8,7,1,1.5,8,7.5,5.5,2.5,3,8,7,2.5,2,1.5,1.5,2.5,6,1.5,3.5,7.5,6.5,4.5,2,9,7.5,2.5,3,4,3.5,8.5,2,2,6.5,4.5,4.5,4,8,2,4.5,2,8,8.5,7.5,2.5,6.5,9,5,4,4.5,9,2.5,1,9.5,2,3,1,1,1,1,4,1,1,3,2,4,1,3,5,2,3,3,3,4,8,4,3,8,2,1,2,1,2,2,1,1,2,1,1,2,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,4,100,100,24
2024/6/26 4:46,2024/6/26 5:08,0,100,1362,1,2024/6/26 5:08,R_4elX6eWcQx9y0xU,anonymous,JA,1,62,1,2,600,600,5,2,2,2.5,5.5,6,2,6,4,2.5,6,6,6,7,3.5,7.5,4,6,2.5,9,0.5,1.5,1,10,8,6,3.5,8,4.5,7,2.5,7.5,4.5,0,1,2,5.5,3,4,5.5,2.5,3,2.5,7,0,0,0.5,10,9.5,9.5,7,6.5,8.5,9.5,6,7,0.5,0,0,10,5.5,6,1,6,5.5,4.5,0.5,7.5,0,0,0.5,10,2.5,1,6,5.5,0.5,0,6,6,0.5,0,1,9,2,4.5,4.5,2.5,2.5,5,2,6,1,0.5,2,9,5.5,8,2.5,5.5,7.5,4,2.5,7.5,8,4,2.5,8.5,6,5.5,5.5,3,6,5.5,5.5,3,3.5,6,1.5,7.5,3.5,5,5,2,5.5,5.5,3.5,2,5.5,5.5,3.5,6,5.5,4,4,6.5,5.5,4,4,6.5,3,2.5,4,7.5,5.5,6,4,3.5,7,6,4,3.5,6,3.5,2.5,6.5,2,2,2,1,3,3,4,2,3,1,4,4,4,5,4,3,4,1,1,9,11,6,8,7,1,1,2,2,1,1,2,2,1,1,1,2,4,4,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,100,5,47
2024/6/26 4:28,2024/6/26 4:53,0,100,1510,1,2024/6/26 4:53,R_4CV5ZLnIUpbecTK,anonymous,JA,1,52,1,4,400,500,5.5,5.5,6.5,5.5,6,6,7.5,7,6,6,7.5,7,6.5,4.5,3.5,6.5,8.5,3.5,3.5,9.5,7.5,3.5,3.5,9.5,7.5,5.5,6,7.5,6,7.5,4.5,6.5,5,6.5,3.5,6.5,8.5,3.5,4.5,7.5,9,2.5,3.5,7.5,4,1.5,0.5,10,8.5,6.5,4,8,8.5,6.5,3,9,9,2.5,1.5,10,8.5,8,4,6.5,4,2.5,4,9.5,0,0,6,10,8.5,3,4,8,7.5,2,3,9,3.5,0,0,10,8.5,6,3,7.5,8.5,6.5,2,10,3.5,4,2,10,6,7.5,5,7,7,7.5,5,9,8.5,7.5,5,9.5,9,8,3,6,9,8,3,6,0,0,0,10,4,3.5,5,5,2.5,3,5,5,2.5,1.5,4,7,6.5,5,5,6.5,6.5,5,5,7.5,6.5,5,5,9.5,8,7,5,5,8,7,4,5,8.5,2.5,5.5,7,4,4,2,2,4,4,2,4,4,2,4,2,4,4,2,1,4,1,1,10,9,3,6,7,2,1,1,2,2,2,1,2,1,2,1,1,5,3,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,50,5,47
2024/6/26 1:57,2024/6/26 2:20,0,100,1359,1,2024/6/26 2:20,R_2VFMstQ4tneQJC9,anonymous,JA,1,54,2,4,0,0,2,1,2,2,3.5,3,3,5,3,2.5,1,6,7,7,1,7,5,2,0.5,8.5,2.5,1,0.5,9.5,6,6,5.5,6,1.5,8,1.5,5,6,0.5,1,7.5,5.5,4.5,5,5.5,4.5,4,5.5,7,0.5,0.5,0.5,9.5,6,6,4.5,6,6,6,3.5,6,2,1.5,0.5,9,6.5,6.5,4,6.5,2,2,2,8.5,0.5,0.5,2,9.5,5,4.5,4,6.5,1.5,3.5,3,7,1,0.5,0.5,9.5,7,6,2.5,6,5,3,1,8,1,2,1,9.5,8,7.5,3,8,1.5,2,3,9.5,1,1,3,9.5,7,7,5.5,7,7,7,5.5,7,1,1.5,0.5,9.5,7.5,6,5,7.5,7.5,5,4,7.5,8,1,3,8.5,6,2.5,5,6,6.5,2,5,6.5,2,1,5,9,7,6.5,3,4.5,7.5,7,4,5,8.5,3,1.5,9,4,4,4,3,4,3,3,3,2,3,4,4,4,5,3,3,4,2,2,9,9,5,8,7,2,2,1,2,2,2,1,2,1,2,1,1,2,4,5,1,1,3,4,4,4,1,1,4,4,4,4,4,5,5,50,5,47
2024/6/26 3:31,2024/6/26 4:00,0,100,1756,1,2024/6/26 4:00,R_4kRe3R2SbRzCEkU,anonymous,JA,1,42,1,3,90,200,7.5,5,6,5,6.5,7.5,8.5,6.5,6.5,8.5,8.5,8.5,7.5,7,3,8,5.5,7,3,8,4,5,2,9.5,4,6.5,5,5,5.5,8.5,5,5,6,6,5.5,7.5,7,5,5,6,7,6,5,7,3,7.5,3,9.5,6.5,7,5,6.5,5.5,7,5,7.5,7,6,5,8.5,7,7,3.5,6.5,7,3.5,3.5,8,4,1.5,5.5,10,7.5,6.5,5,7.5,4,6.5,5,7.5,4,6.5,5,9,6.5,6,3,7,6.5,7,3,8,6.5,7,3,9,6,7,5,7,7,4,5,8.5,7,5,5,8.5,8,7.5,5,7,8,7.5,5,9,3,3,3,9,5,3,9,7.5,6.5,3,8,9,5,1.5,4.5,9,8,4,5,6.5,8,5,6,6.5,6,4,5,8,5,5,5,5,6,6,4,6.5,5,5,6,8.5,5,4,4,4,4,3,1,4,3,2,3,4,3,4,3,3,1,3,2,8,7,4,3,6,2,2,1,2,2,2,1,2,2,2,1,2,3,4,4,5,5,4,5,5,4,5,4,5,5,5,5,5,5,4,50,5,47
2024/6/26 1:58,2024/6/26 2:23,0,100,1464,1,2024/6/26 2:23,R_4O4XWIwujlMxhSx,anonymous,JA,1,41,1,4,300,300,2.5,2,2.5,1,2.5,2.5,4,1.5,0.5,0,1,2.5,3,1,1.5,3,2,0.5,0.5,5.5,1,1,0.5,7,4,3,3,5,0.5,4,1.5,1.5,0.5,0.5,1.5,0.5,5,1,1.5,2,5,0.5,0.5,2.5,0.5,0,0,7,4.5,4.5,2,4.5,3.5,3.5,1,5,1.5,0.5,0,8.5,3,3,2,3,0.5,0,1,4,0,0,0.5,7.5,5,3,1,2,3.5,1,1,2,2.5,0.5,0,4,5,1.5,0.5,3.5,5,2,0.5,4,2,1,0.5,6.5,4,3,1.5,5,1.5,1,1,7.5,2,0.5,1,8.5,5,5,1.5,3.5,4.5,3.5,0.5,2,0,0,0,7.5,1,0.5,0.5,5,1,0,0,5,0,0,0,6.5,4.5,1.5,4,3.5,3.5,1.5,1,3.5,2.5,1,1,8,4,5,2,3.5,2.5,5,4,2.5,2.5,2,0,7.5,2,3,1,1,3,1,4,1,1,3,1,3,1,1,1,2,2,2,1,6,7,4,3,2,2,1,2,2,2,1,1,2,1,2,1,2,2,5,3,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,50,5,47
