開始日,終了日,回答の進行状況,終了状況,回答時間（秒単位）,記録日,ID生成,匿名,母国語,同意するか,年齢,性別,最終学歴,個人収入,世帯収入,BADE練習ヒント1解釈1,BADE練習ヒント1解釈2,BADE練習ヒント1解釈3,BADE練習ヒント1解釈4,BADE練習ヒント2解釈1,BADE練習ヒント2解釈2,BADE練習ヒント2解釈3,BADE練習ヒント2解釈4,BADE練習ヒント3解釈1,BADE練習ヒント3解釈2,BADE練習ヒント3解釈3,BADE練習ヒント3解釈4,BADE1ヒント1解釈1,BADE1ヒント1解釈2,BADE1ヒント1解釈3,BADE1ヒント1解釈4,BADE1ヒント2解釈1,BADE1ヒント2解釈2,BADE1ヒント2解釈3,BADE1ヒント2解釈4,BADE1ヒント3解釈1,BADE1ヒント3解釈2,BADE1ヒント3解釈3,BADE1ヒント3解釈4,BADE2ヒント1解釈1,BADE2ヒント1解釈2,BADE2ヒント1解釈3,BADE2ヒント1解釈4,BADE2ヒント2解釈1,BADE2ヒント2解釈2,BADE2ヒント2解釈3,BADE2ヒント2解釈4,BADE2ヒント3解釈1,BADE2ヒント3解釈2,BADE2ヒント3解釈3,BADE2ヒント3解釈4,BADE3ヒント1解釈1,BADE3ヒント1解釈2,BADE3ヒント1解釈3,BADE3ヒント1解釈4,BADE3ヒント2解釈1,BADE3ヒント2解釈2,BADE3ヒント2解釈3,BADE3ヒント2解釈4,BADE3ヒント3解釈1,BADE3ヒント3解釈2,BADE3ヒント3解釈3,BADE3ヒント3解釈4,BADE4ヒント1解釈1,BADE4ヒント1解釈2,BADE4ヒント1解釈3,BADE4ヒント1解釈4,BADE4ヒント2解釈1,BADE4ヒント2解釈2,BADE4ヒント2解釈3,BADE4ヒント2解釈4,BADE4ヒント3解釈1,BADE4ヒント3解釈2,BADE4ヒント3解釈3,BADE4ヒント3解釈4,BADE5ヒント1解釈1,BADE5ヒント1解釈2,BADE5ヒント1解釈3,BADE5ヒント1解釈4,BADE5ヒント2解釈1,BADE5ヒント2解釈2,BADE5ヒント2解釈3,BADE5ヒント2解釈4,BADE5ヒント3解釈1,BADE5ヒント3解釈2,BADE5ヒント3解釈3,BADE5ヒント3解釈4,BADE6ヒント1解釈1,BADE6ヒント1解釈2,BADE6ヒント1解釈3,BADE6ヒント1解釈4,BADE6ヒント2解釈1,BADE6ヒント2解釈2,BADE6ヒント2解釈3,BADE6ヒント2解釈4,BADE6ヒント3解釈1,BADE6ヒント3解釈2,BADE6ヒント3解釈3,BADE6ヒント3解釈4,BADE7ヒント1解釈1,BADE7ヒント1解釈2,BADE7ヒント1解釈3,BADE7ヒント1解釈4,BADE7ヒント2解釈1,BADE7ヒント2解釈2,BADE7ヒント2解釈3,BADE7ヒント2解釈4,BADE7ヒント3解釈1,BADE7ヒント3解釈2,BADE7ヒント3解釈3,BADE7ヒント3解釈4,BADE8ヒント1解釈1,BADE8ヒント1解釈2,BADE8ヒント1解釈3,BADE8ヒント1解釈4,BADE8ヒント2解釈1,BADE8ヒント2解釈2,BADE8ヒント2解釈3,BADE8ヒント2解釈4,BADE8ヒント3解釈1,BADE8ヒント3解釈2,BADE8ヒント3解釈3,BADE8ヒント3解釈4,BADE9ヒント1解釈1,BADE9ヒント1解釈2,BADE9ヒント1解釈3,BADE9ヒント1解釈4,BADE9ヒント2解釈1,BADE9ヒント2解釈2,BADE9ヒント2解釈3,BADE9ヒント2解釈4,BADE9ヒント3解釈1,BADE9ヒント3解釈2,BADE9ヒント3解釈3,BADE9ヒント3解釈4,BADE10ヒント1解釈1,BADE10ヒント1解釈2,BADE10ヒント1解釈3,BADE10ヒント1解釈4,BADE10ヒント2解釈1,BADE10ヒント2解釈2,BADE10ヒント2解釈3,BADE10ヒント2解釈4,BADE10ヒント3解釈1,BADE10ヒント3解釈2,BADE10ヒント3解釈3,BADE10ヒント3解釈4,BADE11ヒント1解釈1,BADE11ヒント1解釈2,BADE11ヒント1解釈3,BADE11ヒント1解釈4,BADE11ヒント2解釈1,BADE11ヒント2解釈2,BADE11ヒント2解釈3,BADE11ヒント2解釈4,BADE11ヒント3解釈1,BADE11ヒント3解釈2,BADE11ヒント3解釈3,BADE11ヒント3解釈4,BADE12ヒント1解釈1,BADE12ヒント1解釈2,BADE12ヒント1解釈3,BADE12ヒント1解釈4,BADE12ヒント2解釈1,BADE12ヒント2解釈2,BADE12ヒント2解釈3,BADE12ヒント2解釈4,BADE12ヒント3解釈1,BADE12ヒント3解釈2,BADE12ヒント3解釈3,BADE12ヒント3解釈4,疑似科学信奉尺度1,疑似科学信奉尺度2,疑似科学信奉尺度3,疑似科学信奉尺度4,疑似科学信奉尺度5,疑似科学信奉尺度6,疑似科学信奉尺度7,疑似科学信奉尺度8,疑似科学信奉尺度9,疑似科学信奉尺度10,疑似科学信奉尺度11,疑似科学信奉尺度12,疑似科学信奉尺度13,疑似科学信奉尺度14,疑似科学信奉尺度15,疑似科学信奉尺度16,疑似科学信奉尺度17,疑似科学信奉尺度18,疑似科学信奉尺度19,CMQ-J1,CMQ-J2,CMQ-J3,CMQ-J4,CMQ-J5,科学的推論能力1,科学的推論能力2,科学的推論能力3,科学的推論能力4,科学的推論能力5,科学的推論能力6,科学的推論能力7,科学的推論能力8,科学的推論能力9,科学的推論能力10,科学的推論能力11,科学的推論能力12,被害妄想1,被害妄想2,被害妄想3,被害妄想4,被害妄想5,被害妄想6,被害妄想7,被害妄想8,被害妄想9,被害妄想10,被害妄想11,被害妄想12,被害妄想13,被害妄想14,被害妄想15,被害妄想16,被害妄想17,被害妄想18,CRT1,CRT2,CRT3,IMC,IMC,IMC,IMC,IMC,IMC,IMC,IMC,IMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/6/26 4:22,2024/6/26 4:50,0,100,1692,2024/6/26 4:50,R_4h0cgidWIlhHePm,anonymous,JA,1,30,2,3,220,480,6,3,1,1,2.5,4,2.5,5,1,3,4,6.5,9,4,2,9,8,3,2,10,0,1,2,10,6,6,6,7,1,8,1,6.5,2,1,3,1,7,4,3,6.5,7,2,2,7,1,0,0,10,7,6,6,6,7,6,5,7,0,0,0,10,6,6,2,6,4,3,0,8,0,0,0,10,4,2,3,6,2,2,3,6,0,0,0,10,6,6,2,4,6,6,2,5,3,3,2,9,7,8,1,6,8,8,1,8,7,4,0,9,7,7,2,6,7,3,1,8,0,0,0,10,8,4,3.5,7.5,8,0.5,2.5,8,4,4,0.5,8,8,2,3,8,6.5,1,3,8,1,0,1,9,7,9,4,7,7,9,3,7,3,0,0,10,4,4,3,4,4,2,2,4,1,3,2,5,3,5,3,2,4,2,2,10,9,5,5,7,2,2,1,2,1,2,1,2,2,2,1,1,2,3,4,5,5,4,5,5,3,4,3,5,5,5,3,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:27,2024/6/26 4:50,0,100,1409,2024/6/26 4:50,R_4SjdvRF96L0V4ok,anonymous,JA,1,52,1,3,350,400,6,4.5,4,3,7,5.5,4,5,3,6.5,3.5,6.5,7,4.5,2.5,8,5.5,3.5,2.5,10,1.5,1.5,1.5,10,6.5,4,4,6.5,1,8,1,6,0.5,0,1,9.5,7.5,3,0.5,6.5,7.5,2,0.5,8,0,0,0,10,6,5.5,0,5.5,5.5,5.5,0,5.5,2.5,0,0,10,6,6,6.5,5.5,4,0,2,10,0,0,0,10,5,5.5,2.5,5.5,5.5,5.5,2,5,0,0,0,10,8,3,3.5,8,7.5,5.5,2,8,0,0,0,10,6,5,6,6.5,4.5,0.5,0,9,0.5,0.5,0,10,8,7.5,6,6,7,7.5,6.5,6,0,0,0,10,6.5,5,6.5,6.5,7.5,5,5,7.5,2,0,2,10,5,3.5,3.5,6,4,3.5,3.5,6.5,4,3.5,2.5,10,5,8,4.5,7,9.5,8,6.5,9.5,8.5,2.5,1.5,9.5,3,3,4,3,4,2,3,3,1,3,3,3,4,2,3,3,3,3,3,7,11,8,8,6,1,2,2,2,2,2,1,2,1,2,2,2,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,50,1,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:44,2024/6/26 4:51,0,100,437,2024/6/26 4:51,R_4S6xpYcOshewx5n,anonymous,JA,1,33,1,4,365,532,6.5,6.5,8,8,6.5,6.5,5.5,6.5,3.5,3,6.5,5,3.5,6.5,3.5,5.5,5.5,5,4.5,6,4,3.5,6,5,6,6,6.5,6,7,9,7.5,7.5,7.5,8,6,6.5,7,6.5,4,3.5,5,5,7,5,5.5,7.5,6.5,6.5,4,6.5,6.5,8.5,5,6,4.5,6.5,7.5,7,5.5,7.5,6.5,6,4,6,7,4,5.5,6.5,5.5,3.5,6,5.5,6.5,4.5,6,7,7.5,3,7,7.5,6.5,6,6,6,5,5,5,5,6,7,6.5,6.5,7.5,7,6,7,5,5,5,5,5,6,5,7.5,7,6,5,7.5,5,5,5,5,6,5,6.5,5,6,6,6.5,5,5,5,5,5,5,7.5,5,5,5,7.5,6.5,5,5,5,5,6.5,5,5,5,6.5,5,5,5,6.5,5,6,5,5,5,6,7.5,5,5,6,7.5,5,2,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,7,7,7,6,7,2,2,2,2,1,1,1,2,1,1,2,2,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,100,20,24,,,,繝ｩ繝ｳ繝九Φ繧ｰ,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:04,2024/6/26 4:52,0,100,2844,2024/6/26 4:52,R_4efYCrB096cyked,anonymous,JA,1,53,1,2,650,700,8,3,8,3,8,8,5,8,0,0,10,0,10,3,3,3,3,3,3,10,0,0,0,10,10,5,8,10,3,8,5,10,5,0,5,0,8,1,3,1,8,0,0,5,0,0,0,10,10,10,3,10,2,2,3,10,0,0,0,10,10,10,5,5,0,0,3,10,0,0,3,10,8,8,1,1,8,8,1,1,8,0,0,10,10,2,0,10,5,5,0,10,1,5,0,10,10,8,5,8,3,0,8,8,3,0,8,10,8,3,2,5,3,3,2,5,0,0,0,10,5,2,5,5,2,5,3,8,0,5,3,8,8,5,8,8,8,8,8,8,3,3,5,10,8,8,5,8,8,3,5,8,10,0,0,10,4,4,4,4,5,3,3,3,2,2,2,5,4,5,4,5,4,3,4,11,11,4,7,7,2,2,1,1,1,2,1,2,2,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,100,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:28,2024/6/26 4:53,0,100,1510,2024/6/26 4:53,R_4CV5ZLnIUpbecTK,anonymous,JA,1,52,1,4,400,500,5.5,5.5,6.5,5.5,6,6,7.5,7,6,6,7.5,7,6.5,4.5,3.5,6.5,8.5,3.5,3.5,9.5,7.5,3.5,3.5,9.5,7.5,5.5,6,7.5,6,7.5,4.5,6.5,5,6.5,3.5,6.5,8.5,3.5,4.5,7.5,9,2.5,3.5,7.5,4,1.5,0.5,10,8.5,6.5,4,8,8.5,6.5,3,9,9,2.5,1.5,10,8.5,8,4,6.5,4,2.5,4,9.5,0,0,6,10,8.5,3,4,8,7.5,2,3,9,3.5,0,0,10,8.5,6,3,7.5,8.5,6.5,2,10,3.5,4,2,10,6,7.5,5,7,7,7.5,5,9,8.5,7.5,5,9.5,9,8,3,6,9,8,3,6,0,0,0,10,4,3.5,5,5,2.5,3,5,5,2.5,1.5,4,7,6.5,5,5,6.5,6.5,5,5,7.5,6.5,5,5,9.5,8,7,5,5,8,7,5,5,8.5,2.5,5.5,7,4,4,2,2,4,4,2,4,4,2,4,2,4,4,2,1,4,1,1,10,9,3,6,7,2,1,1,2,2,2,1,2,1,2,1,1,5,3,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:30,2024/6/26 4:53,0,100,1395,2024/6/26 4:53,R_4Rlum2Zw3bFJmH2,anonymous,JA,1,33,2,4,200,400,6.5,3.5,8.5,1.5,8.5,3.5,9,2,8.5,3.5,9,2,7,5.5,1.5,8,7,5.5,1.5,9,7,5.5,1.5,9,6,7,8,9.5,1.5,7.5,1.5,3.5,1,1,1.5,0.5,9,5,5,7.5,9,5,6,8,0.5,5,2,9.5,7,7.5,5,6.5,7,7.5,5,6.5,7.5,7.5,5,8.5,7,6.5,5.5,8.5,1,0.5,1,8.5,0,0,8,10,5,5,5,5,5,5,5,5,5,5,5,7,8,5,5,6.5,8,5,5,9,8,0,6.5,9,6,7.5,0.5,7.5,6.5,8,0.5,9,8,8,0.5,9,9,7,6.5,5,9,7,6.5,5,0,0,0,9.5,5,5,5,6,5,5,5,6.5,5,5,5,7.5,8.5,5,5,6.5,8.5,5,5,9.5,0,0,0,10,9.5,7.5,6,7.5,9.5,7.5,8,7.5,9.5,5.5,0,10,5,5,4,5,5,5,1,5,4,3,4,4,4,4,4,4,4,3,3,9,10,7,7,8,2,1,2,2,2,2,1,1,2,1,1,2,1,2,2,4,2,3,3,3,3,5,4,4,3,5,3,5,5,4,100,30,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:20,2024/6/26 4:54,0,100,2028,2024/6/26 4:54,R_47qZhav3pNCIK44,anonymous,JA,1,38,2,3,100,550,6.5,5,5,5,6.5,6.5,5,6.5,6.5,6.5,6.5,6.5,6,5,4,6.5,6,5,4,8,5,5,4,9,5.5,5.5,5.5,6,4,7,5,6,5,6,5,7,5.5,5,5,6,6.5,5,5,6,7,5,5,7,6.5,5.5,5,6.5,6.5,6,5,6.5,6.5,5.5,5,7.5,6,5.5,5,5.5,5,5,5,7.5,0.5,0.5,5,9.5,6,5,5,6,6.5,5,5,6.5,5.5,1,2.5,8,6,5.5,4,5.5,6,5.5,4,6,5,4.5,4,8.5,5.5,6.5,5,6,5.5,6.5,5,7,5.5,6,5,8,6,5.5,5,5.5,6,5.5,5,5.5,4,3.5,3,8.5,5.5,5.5,5.5,5.5,5.5,4.5,5.5,5.5,5.5,1,5.5,7.5,5.5,5,5,5.5,5.5,5,5,5.5,5.5,5,5,8.5,5.5,5.5,5,5,6,6,5.5,5,6,6,4.5,7.5,4,4,3,4,4,3,2,4,4,3,4,3,4,3,3,4,4,3,3,9,9,7,7,8,2,1,2,2,2,1,2,2,1,1,1,1,2,3,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,4,100,5,35,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:10,2024/6/26 4:54,0,100,2632,2024/6/26 4:54,R_4fve5PhHaonPvM6,anonymous,JA,1,34,2,3,15,300,8,5,6,2,6,8,7,4,1.5,4,7,7,8.5,5,5,8.5,8.5,5,2.5,9.5,6.5,2,1,10,7,7,5,8.5,3,9,1,8.5,6,4,1,9,7,5,3.5,7.5,7,6.5,3.5,8,3,2,5,9.5,7.5,5,7.5,7.5,7.5,5,7.5,7.5,3,1.5,3,10,8.5,8.5,4,8.5,7.5,8.5,5,9.5,2.5,1,5,10,7.5,5,5,8,7.5,5,5,8.5,5,1.5,2,10,8,7,3.5,4,8,7,3.5,7,6.5,5,3.5,9.5,7,6.5,5,7,7,6.5,5,8.5,7.5,6.5,5,9,7,7.5,6.5,7,7,5.5,5.5,7,4,3,3.5,9,7,7.5,7,7,7,7.5,7,7,4.5,8,2.5,8,6.5,4,4,5,6.5,4,4,5,3,5,5,9,7.5,7.5,7.5,6.5,7.5,7.5,8.5,6.5,8.5,2,5,8.5,4,4,4,4,4,4,2,4,4,3,4,4,3,5,4,3,3,4,3,9,11,10,6,10,2,2,1,2,1,2,2,2,1,2,1,1,3,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,50,100,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:36,2024/6/26 4:58,0,100,1309,2024/6/26 4:58,R_49dnAmWHTLz3ceM,anonymous,JA,1,50,2,3,250,250,7.5,7,6.5,4,6,7,6.5,6,4.5,8.5,8,8,7.5,2,1.5,7,5.5,2,1.5,2.5,2,2,2,8,7.5,5,5,7.5,3,7,2.5,3,7,2.5,2.5,2,7.5,2,8,8.5,2,3,8,9.5,2,3,8.5,9.5,9,8.5,3.5,8,9,8.5,3.5,9.5,9,4.5,3.5,10,7.5,7.5,3,8,4.5,4.5,3,10,1.5,2.5,3,10,2.5,1,2,10,6.5,6,2,5.5,8,2,0.5,10,9.5,10,0.5,9,9.5,10,0.5,9,5,5.5,0.5,10,9,9,1.5,8,9,6.5,1.5,10,9,6,1.5,10,9.5,9.5,4,8,6.5,9,5,9.5,1.5,2.5,1.5,10,9,8,8.5,8,9,2.5,4,9.5,1.5,1,0.5,9.5,8.5,5,7,9,4.5,7.5,7,9,7,2.5,0.5,10,8.5,10,9.5,9,8.5,10,5.5,9,9.5,1.5,1,9,4,4,3,3,4,4,3,3,2,3,4,4,4,2,4,4,4,2,2,9,9,6,5,6,2,2,1,2,1,2,1,2,2,2,1,1,5,3,5,5,4,4,5,4,2,5,4,5,5,5,3,2,5,5,100,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:47,2024/6/26 4:59,0,100,735,2024/6/26 4:59,R_4zjzFGmT0tqz2qc,anonymous,JA,1,28,2,4,300,,8.5,4,3.5,6,8.5,6.5,3.5,6,8.5,8,3.5,6,8.5,8,4.5,5.5,6.5,2,2.5,9.5,1,2,2.5,9.5,7,8,7.5,7.5,2.5,6.5,3,7,2.5,1.5,3,8,5.5,2.5,1.5,4,9,2.5,1.5,7,6.5,2.5,1.5,10,7.5,6,3,6.5,7.5,6,3,6.5,5,4,2,10,6.5,7,6.5,7,1.5,4.5,4,9,0.5,3,2,10,6.5,3,3.5,7,7.5,2,2,8.5,6,0.5,1,10,7,4,2.5,6,8,4,1,7.5,6.5,3,1,9,6.5,6.5,3.5,8,7,8.5,2,9.5,8,8,0.5,10,3.5,6,4,6.5,2.5,5,3,6.5,1,3.5,3,8.5,3.5,5.5,4,7,4,4,2.5,8,2.5,3,1,8.5,6.5,3,3.5,7,6.5,1.5,4,8.5,4,0,2.5,10,7,6.5,3.5,6,7,6.5,3.5,6,3,3.5,2.5,9.5,4,2,2,2,2,3,4,2,2,2,4,2,2,4,3,2,2,2,2,4,3,5,4,2,1,1,2,2,2,2,2,2,1,2,1,2,5,5,4,5,5,4,5,5,4,5,5,5,5,4,4,5,4,4,100,1,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:39,2024/6/26 4:59,0,100,1233,2024/6/26 4:59,R_4KTxezHtWBlL4NC,anonymous,JA,1,28,2,4,280,280,6.5,6,0.5,1.5,6,7.5,2,7,0.5,0.5,1.5,7,8,5.5,0,6,0.5,0,0,8.5,0,0,0,10,6.5,6.5,6.5,6.5,0.5,7.5,0,1,3.5,0,0.5,8,8,1.5,5,7.5,8,0.5,0.5,7.5,0,0,0,10,7.5,6.5,2,6.5,7.5,6.5,0.5,8,0,0,0,10,8,8,2.5,8,0,0,0,10,0,0,0,10,5.5,5.5,2.5,5.5,6,7,2.5,2.5,0.5,0,0,10,7,6.5,1,6.5,1,0.5,0,8.5,0,0,0,10,5.5,5.5,5.5,6,6.5,2.5,4,7.5,0.5,0,0.5,10,6,6,6,6.5,6,5,6,7,0,0,0,10,6,4,6.5,6.5,6,0.5,4.5,9,0.5,0,1,10,6,0.5,5,7,6,0.5,5,7,0,0,0,10,6,6,5.5,6,5.5,7,5.5,6,0.5,0.5,0,10,3,3,3,3,3,3,3,4,2,2,3,4,4,4,4,3,4,3,3,6,9,6,6,6,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,5,2,2,1,2,1,2,5,5,100,100,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:38,2024/6/26 5:01,0,100,1421,2024/6/26 5:01,R_4MlkN7WxIcwn7dl,anonymous,JA,1,43,2,4,10,800,6,3.5,3.5,3,4,6,3.5,5.5,3,4.5,6,6,6.5,1,1,5.5,4.5,4.5,1.5,9.5,0.5,2,0.5,10,7,5.5,7,6,3.5,7,3.5,3.5,4,4,3,5,6.5,3.5,5.5,6,7.5,1.5,6.5,7.5,0.5,0.5,3,10,6.5,6.5,3,4,6,6.5,2,5.5,2,0.5,0.5,9,6.5,7,1.5,6,3,2,1.5,8.5,0.5,0.5,1,10,5.5,3,3,5.5,3,2,2.5,6.5,2,0.5,2,9.5,7,6,4,5.5,6,6.5,2,7.5,5.5,4,1.5,8.5,6.5,6,3.5,6,6.5,3.5,3.5,8,6,2.5,2.5,9,6.5,6,6.5,6.5,4,4,5.5,7,3,2.5,1.5,9,5.5,2.5,6.5,6.5,6.5,2,6,7,3.5,1.5,3.5,6.5,6,5.5,4,5.5,5.5,6,3.5,6.5,4,5.5,3,8,6.5,7,4,5.5,7.5,7.5,3,6,4.5,1,1.5,8.5,2,3,1,2,1,2,5,2,1,2,1,2,1,2,1,4,4,2,2,4,8,2,7,7,1,2,2,2,2,2,1,2,1,2,1,1,2,3,5,5,5,3,4,3,3,3,4,4,5,5,4,5,5,5,50,5,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:32,2024/6/26 5:01,0,100,1739,2024/6/26 5:01,R_4imxZ8VouRoy0Nm,anonymous,JA,1,49,2,2,83,510,8.5,3,5.5,4.5,8.5,8.5,3,8,5.5,7,3,7.5,9.5,1,4.5,4,4,2,2.5,9.5,0.5,2.5,1.5,10,2.5,0.5,9,10,0,10,1,2,0,0,1.5,4,9.5,1,3.5,5.5,7,0,0.5,10,8.5,0,0.5,10,10,9.5,3.5,8.5,6.5,9.5,2.5,10,0.5,0,0,10,8.5,7,0.5,0,0,0,0.5,10,0,0,0.5,10,9,0,0,0.5,5.5,0,3.5,4,3,0,0.5,10,10,4,0,2.5,10,10,0,2.5,8.5,10,0,4.5,10,4,2.5,4.5,10,2.5,1,10,9.5,1.5,0,10,9,10,6.5,7,7.5,10,1,8.5,3,10,0,10,10,1.5,10,8.5,10,1.5,10,8.5,1.5,0,0.5,9.5,10,9,9,10,10,9,9,10,10,10,10,10,9.5,7.5,3,6,10,9,3.5,8,1.5,0,0,10,3,3,3,4,4,3,3,4,1,3,2,4,2,3,3,4,3,4,4,7,9,7,7,9,1,1,2,2,1,2,1,2,1,2,1,1,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:31,2024/6/26 5:02,0,100,1835,2024/6/26 5:02,R_438iTeVrP99OxUV,anonymous,JA,1,53,2,3,89,230,10,5,5,5,10,7.5,5,5,6.5,7.5,10,5,10,5,5,5,8,5,5,10,0,5,5,10,8.5,5,5,10,2.5,10,5,10,8.5,0,5,10,10,5,5,10,10,5,5,10,0,0,0,10,9.5,5,5,9.5,9.5,5,5,10,0,0,0,10,9.5,9.5,5,10,0,0,0,10,0,0,0,10,9,5,5,5,5,5,5,9.5,0,0,0,10,10,5,5,5,10,5,5,9.5,0,0,0,10,10,5,5,5,10,5,5,10,10,5,5,10,9.5,9.5,5,5,9.5,9.5,5,9,0,0,0,10,5,9,5,5,5,5,7.5,6.5,0,0,0,10,6,5,5,5,6,5,5,6,5,5,0,10,9.5,8.5,5,5,9.5,8.5,5,8,0,0,0,10,4,4,4,3,4,1,3,4,4,5,5,5,4,5,5,5,5,2,2,10,7,3,7,4,1,1,2,1,2,1,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,5,24,,,,,,,,,縺昴ｮ莉,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
